 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000           -2987           -2399           -2952           -2987;
     1    0.009           -2987           -2399           -2952           -2987;
     2    0.018           -2987           -2398           -2952           -2987;
     3    0.027           -2987           -2397           -2952           -2987;
     4    0.035           -2987           -2396           -2952           -2987;
     5    0.044           -2987           -2395           -2952           -2987;
     6    0.053           -2987           -2394           -2952           -2987;
     7    0.062           -2987           -2393           -2952           -2987;
     8    0.071           -2987           -2392           -2952           -2987;
     9    0.080           -2987           -2390           -2952           -2987;
    10    0.089           -2987           -2389           -2952           -2987;
    11    0.097           -2987           -2387           -2952           -2987;
    12    0.106           -2987           -2386           -2952           -2987;
    13    0.115           -2987           -2385           -2952           -2987;
    14    0.124           -2987           -2384           -2952           -2987;
    15    0.133           -2987           -2384           -2952           -2987;
    16    0.142           -2987           -2384           -2952           -2987;
    17    0.151           -2987           -2384           -2952           -2987;
    18    0.159           -2987           -2384           -2952           -2987;
    19    0.168           -2987           -2384           -2952           -2987;
    20    0.177           -2987           -2384           -2952           -2987;
    21    0.186           -2987           -2384           -2952           -2987;
    22    0.195           -2987           -2384           -2952           -2987;
    23    0.204           -2987           -2383           -2952           -2987;
    24    0.213           -2987           -2381           -2952           -2987;
    25    0.221           -2987           -2379           -2952           -2987;
    26    0.230           -2987           -2376           -2952           -2987;
    27    0.239           -2987           -2372           -2952           -2987;
    28    0.248           -2987           -2370           -2952           -2987;
    29    0.257           -2987           -2367           -2952           -2987;
    30    0.266           -2987           -2365           -2952           -2987;
    31    0.274           -2987           -2365           -2952           -2987;
    32    0.283           -2987           -2365           -2952           -2987;
    33    0.292           -2987           -2365           -2952           -2987;
    34    0.301           -2987           -2365           -2952           -2987;
    35    0.310           -2987           -2365           -2952           -2987;
    36    0.319           -2987           -2365           -2952           -2987;
    37    0.328           -2987           -2365           -2952           -2987;
    38    0.336           -2987           -2365           -2952           -2987;
    39    0.345           -2987           -2365           -2952           -2987;
    40    0.354           -2987           -2363           -2952           -2987;
    41    0.363           -2987           -2362           -2952           -2987;
    42    0.372           -2987           -2361           -2952           -2987;
    43    0.381           -2987           -2361           -2952           -2987;
    44    0.390           -2987           -2361           -2952           -2987;
    45    0.398           -2987           -2361           -2952           -2987;
    46    0.407           -2987           -2361           -2952           -2987;
    47    0.416           -2987           -2361           -2952           -2987;
    48    0.425           -2987           -2361           -2952           -2987;
    49    0.434           -2987           -2361           -2952           -2987;
    50    0.443           -2987           -2361           -2952           -2987;
    51    0.452           -2987           -2361           -2952           -2987;
    52    0.460           -2987           -2361           -2952           -2987;
    53    0.469           -2987           -2361           -2952           -2987;
    54    0.478           -2987           -2361           -2952           -2987;
    55    0.487           -2987           -2361           -2952           -2987;
    56    0.496           -2987           -2361           -2952           -2987;
    57    0.505           -2987           -2361           -2952           -2987;
    58    0.514           -2987           -2361           -2952           -2987;
    59    0.522           -2987           -2361           -2952           -2987;
    60    0.531           -2987           -2361           -2952           -2987;
    61    0.540           -2987           -2361           -2952           -2987;
    62    0.549           -2987           -2361           -2952           -2987;
    63    0.558           -2987           -2361           -2952           -2987;
    64    0.567           -2987           -2361           -2952           -2987;
    65    0.576           -2987           -2358           -2952           -2987;
    66    0.584           -2987           -2357           -2952           -2987;
    67    0.593           -2987           -2356           -2952           -2987;
    68    0.602           -2987           -2355           -2952           -2987;
    69    0.611           -2987           -2355           -2952           -2987;
    70    0.620           -2987           -2355           -2952           -2987;
    71    0.629           -2987           -2355           -2952           -2987;
    72    0.638           -2987           -2355           -2952           -2987;
    73    0.646           -2987           -2355           -2952           -2987;
    74    0.655           -2987           -2355           -2952           -2987;
    75    0.664           -2987           -2355           -2952           -2987;
    76    0.673           -2987           -2355           -2952           -2987;
    77    0.682           -2987           -2355           -2952           -2987;
    78    0.691           -2987           -2355           -2952           -2987;
    79    0.699           -2987           -2355           -2952           -2987;
    80    0.708           -2987           -2355           -2952           -2987;
    81    0.717           -2987           -2355           -2952           -2987;
    82    0.726           -2987           -2355           -2952           -2987;
    83    0.735           -2987           -2355           -2952           -2987;
    84    0.744           -2987           -2355           -2952           -2987;
    85    0.753           -2987           -2355           -2952           -2987;
    86    0.761           -2987           -2355           -2952           -2987;
    87    0.770           -2987           -2355           -2952           -2987;
    88    0.779           -2987           -2355           -2952           -2987;
    89    0.788           -2987           -2355           -2952           -2987;
    90    0.797           -2987           -2355           -2952           -2987;
    91    0.806           -2987           -2355           -2952           -2987;
    92    0.815           -2987           -2355           -2952           -2987;
    93    0.823           -2987           -2355           -2952           -2987;
    94    0.832           -2987           -2354           -2952           -2987;
    95    0.841           -2987           -2353           -2952           -2987;
    96    0.850           -2987           -2352           -2952           -2987;
    97    0.859           -2987           -2350           -2952           -2987;
    98    0.868           -2987           -2349           -2952           -2987;
    99    0.877           -2987           -2347           -2952           -2987;
   100    0.885           -2987           -2347           -2952           -2987;
   101    0.894           -2987           -2347           -2952           -2987;
   102    0.903           -2987           -2347           -2952           -2987;
   103    0.912           -2987           -2347           -2952           -2987;
   104    0.921           -2987           -2347           -2952           -2987;
   105    0.930           -2987           -2347           -2952           -2987;
   106    0.939           -2987           -2346           -2952           -2987;
   107    0.947           -2987           -2346           -2952           -2987;
   108    0.956           -2987           -2346           -2952           -2987;
   109    0.965           -2987           -2344           -2952           -2987;
   110    0.974           -2987           -2343           -2952           -2987;
   111    0.983           -2987           -2341           -2952           -2987;
   112    0.992           -2987           -2337           -2952           -2987;
   113    1.001           -2987           -2333           -2952           -2987;
   114    1.009           -2987           -2325           -2952           -2987;
   115    1.018           -2987           -2314           -2952           -2987;
   116    1.027           -2987           -2298           -2952           -2987;
   117    1.036           -2987           -2273           -2952           -2987;
   118    1.045           -2987           -2240           -2952           -2987;
   119    1.054           -2987           -2194           -2952           -2987;
   120    1.063           -2987           -2133           -2952           -2987;
   121    1.071           -2987           -2057           -2952           -2987;
   122    1.080           -2987           -1964           -2952           -2987;
   123    1.089           -2987           -1855           -2952           -2987;
   124    1.098           -2987           -1732           -2952           -2987;
   125    1.107           -2987           -1597           -2952           -2987;
   126    1.116           -2987           -1454           -2952           -2987;
   127    1.124           -2987           -1306           -2952           -2987;
   128    1.133           -2987           -1160           -2952           -2987;
   129    1.142           -2987           -1018           -2952           -2987;
   130    1.151           -2987            -885           -2952           -2987;
   131    1.160           -2987            -761           -2952           -2987;
   132    1.169           -2987            -639           -2952           -2987;
   133    1.178           -2987            -511           -2952           -2987;
   134    1.186           -2987            -370           -2952           -2987;
   135    1.195           -2987            -221           -2952           -2987;
   136    1.204           -2987             -72           -2952           -2987;
   137    1.213           -2987              69           -2952           -2987;
   138    1.222           -2987             195           -2952           -2987;
   139    1.231           -2987             303           -2952           -2987;
   140    1.240           -2987             388           -2952           -2987;
   141    1.248           -2987             447           -2952           -2987;
   142    1.257           -2987             479           -2952           -2987;
   143    1.266           -2987             485           -2952           -2987;
   144    1.275           -2987             464           -2952           -2987;
   145    1.284           -2987             423           -2952           -2987;
   146    1.293           -2987             364           -2952           -2987;
   147    1.302           -2987             292           -2952           -2987;
   148    1.310           -2987             211           -2952           -2987;
   149    1.319           -2987             124           -2952           -2987;
   150    1.328           -2987              37           -2952           -2987;
   151    1.337           -2987             -46           -2952           -2987;
   152    1.346           -2987            -123           -2952           -2987;
   153    1.355           -2987            -188           -2952           -2987;
   154    1.364           -2987            -240           -2952           -2987;
   155    1.372           -2987            -275           -2952           -2987;
   156    1.381           -2987            -295           -2952           -2987;
   157    1.390           -2987            -299           -2952           -2987;
   158    1.399           -2987            -286           -2952           -2987;
   159    1.408           -2987            -261           -2952           -2987;
   160    1.417           -2987            -226           -2952           -2987;
   161    1.426           -2987            -183           -2952           -2987;
   162    1.434           -2987            -135           -2952           -2987;
   163    1.443           -2987             -85           -2952           -2987;
   164    1.452           -2987             -34           -2952           -2987;
   165    1.461           -2987              15           -2952           -2987;
   166    1.470           -2987              58           -2952           -2987;
   167    1.479           -2987              93           -2952           -2987;
   168    1.488           -2987             119           -2952           -2987;
   169    1.496           -2987             134           -2952           -2987;
   170    1.505           -2987             139           -2952           -2987;
   171    1.514           -2987             136           -2952           -2987;
   172    1.523           -2987             123           -2952           -2987;
   173    1.532           -2987             106           -2952           -2987;
   174    1.541           -2987              85           -2952           -2987;
   175    1.549           -2987              62           -2952           -2987;
   176    1.558           -2987              38           -2952           -2987;
   177    1.567           -2987              15           -2952           -2987;
   178    1.576           -2987              -7           -2952           -2987;
   179    1.585           -2987             -26           -2952           -2987;
   180    1.594           -2987             -41           -2952           -2987;
   181    1.603           -2987             -52           -2952           -2987;
   182    1.611           -2987             -57           -2952           -2987;
   183    1.620           -2987             -59           -2952           -2987;
   184    1.629           -2987             -55           -2952           -2987;
   185    1.638           -2987             -50           -2952           -2987;
   186    1.647           -2987             -44           -2952           -2987;
   187    1.656           -2987             -38           -2952           -2987;
   188    1.665           -2987             -32           -2952           -2987;
   189    1.673           -2987             -28           -2952           -2987;
   190    1.682           -2987             -25           -2952           -2987;
   191    1.691           -2987             -24           -2952           -2987;
   192    1.700           -2987             -24           -2952           -2987;
   193    1.709           -2987             -24           -2952           -2987;
   194    1.718           -2987             -26           -2952           -2987;
   195    1.727           -2987             -27           -2952           -2987;
   196    1.735           -2987             -27           -2952           -2987;
   197    1.744           -2987             -27           -2952           -2987;
   198    1.753           -2987             -27           -2952           -2987;
   199    1.762           -2987             -27           -2952           -2987;
   200    1.771           -2987             -27           -2952           -2987;
   201    1.780           -2987             -27           -2952           -2987;
   202    1.789           -2987             -27           -2952           -2987;
   203    1.797           -2987             -27           -2952           -2987;
   204    1.806           -2987             -27           -2952           -2987;
   205    1.815           -2987             -27           -2952           -2987;
   206    1.824           -2987             -27           -2952           -2987;
   207    1.833           -2987             -27           -2952           -2987;
   208    1.842           -2987             -27           -2952           -2987;
   209    1.851           -2987             -27           -2952           -2987;
   210    1.859           -2987             -27           -2952           -2987;
   211    1.868           -2987             -27           -2952           -2987;
   212    1.877           -2987             -27           -2952           -2987;
   213    1.886           -2987             -27           -2952           -2987;
   214    1.895           -2987             -27           -2952           -2987;
   215    1.904           -2987             -27           -2952           -2987;
   216    1.913           -2987             -27           -2952           -2987;
   217    1.921           -2987             -27           -2952           -2987;
   218    1.930           -2987             -27           -2952           -2987;
   219    1.939           -2987             -27           -2952           -2987;
   220    1.948           -2987             -27           -2952           -2987;
   221    1.957           -2987             -27           -2952           -2987;
   222    1.966           -2987             -27           -2952           -2987;
   223    1.974           -2987             -27           -2952           -2987;
   224    1.983           -2987             -27           -2952           -2987;
   225    1.992           -2987             -27           -2952           -2987;
   226    2.001           -2987             -27           -2952           -2987;
   227    2.010           -2987             -27           -2952           -2987;
   228    2.019           -2987             -27           -2952           -2987;
   229    2.028           -2987             -27           -2952           -2987;
   230    2.036           -2987             -27           -2952           -2987;
   231    2.045           -2987             -27           -2952           -2987;
   232    2.054           -2987             -27           -2952           -2987;
   233    2.063           -2987             -27           -2952           -2987;
   234    2.072           -2987             -27           -2952           -2987;
   235    2.081           -2987             -27           -2952           -2987;
   236    2.090           -2987             -27           -2952           -2987;
   237    2.098           -2987             -27           -2952           -2987;
   238    2.107           -2987             -27           -2952           -2987;
   239    2.116           -2987             -27           -2952           -2987;
   240    2.125           -2987             -27           -2952           -2987;
   241    2.134           -2987             -27           -2952           -2987;
   242    2.143           -2987             -27           -2952           -2987;
   243    2.152           -2987             -27           -2952           -2987;
   244    2.160           -2987             -27           -2952           -2987;
   245    2.169           -2987             -27           -2952           -2987;
   246    2.178           -2987             -27           -2952           -2987;
   247    2.187           -2987             -27           -2952           -2987;
   248    2.196           -2987             -27           -2952           -2987;
   249    2.205           -2987             -27           -2952           -2987;
   250    2.214           -2987             -27           -2952           -2987;
   251    2.222           -2987             -27           -2952           -2987;
   252    2.231           -2987             -27           -2952           -2987;
   253    2.240           -2987             -27           -2952           -2987;
   254    2.249           -2987             -27           -2952           -2987;
   255    2.258           -2987             -27           -2952           -2987;
   256    2.267           -2987             -27           -2952           -2987;
   257    2.276           -2987             -27           -2952           -2987;
   258    2.284           -2987             -27           -2952           -2987;
   259    2.293           -2987             -27           -2952           -2987;
   260    2.302           -2987             -27           -2952           -2987;
   261    2.311           -2987             -27           -2952           -2987;
   262    2.320           -2987             -27           -2952           -2987;
   263    2.329           -2987             -27           -2952           -2987;
   264    2.338           -2987             -27           -2952           -2987;
   265    2.346           -2987             -27           -2952           -2987;
   266    2.355           -2987             -27           -2952           -2987;
   267    2.364           -2987             -27           -2952           -2987;
   268    2.373           -2987             -27           -2952           -2987;
   269    2.382           -2987             -27           -2952           -2987;
   270    2.391           -2987             -27           -2952           -2987;
   271    2.399           -2987             -27           -2952           -2987;
   272    2.408           -2987             -27           -2952           -2987;
   273    2.417           -2987             -27           -2952           -2987;
   274    2.426           -2987             -27           -2952           -2987;
   275    2.435           -2987             -27           -2952           -2987;
   276    2.444           -2987             -27           -2952           -2987;
   277    2.453           -2987             -27           -2952           -2987;
