 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000           -3002           -6330           -2969           -3002;
     1    0.009           -3002           -6328           -2969           -3002;
     2    0.018           -3002           -6327           -2969           -3002;
     3    0.027           -3002           -6327           -2969           -3002;
     4    0.035           -3002           -6328           -2969           -3002;
     5    0.044           -3002           -6329           -2969           -3002;
     6    0.053           -3002           -6331           -2969           -3002;
     7    0.062           -3002           -6332           -2969           -3002;
     8    0.071           -3002           -6334           -2969           -3002;
     9    0.080           -3002           -6335           -2969           -3002;
    10    0.089           -3002           -6335           -2969           -3002;
    11    0.097           -3002           -6335           -2969           -3002;
    12    0.106           -3002           -6336           -2969           -3002;
    13    0.115           -3002           -6336           -2969           -3002;
    14    0.124           -3002           -6336           -2969           -3002;
    15    0.133           -3002           -6336           -2969           -3002;
    16    0.142           -3002           -6336           -2969           -3002;
    17    0.151           -3002           -6336           -2969           -3002;
    18    0.159           -3002           -6336           -2969           -3002;
    19    0.168           -3002           -6336           -2969           -3002;
    20    0.177           -3002           -6336           -2969           -3002;
    21    0.186           -3002           -6336           -2969           -3002;
    22    0.195           -3002           -6336           -2969           -3002;
    23    0.204           -3002           -6336           -2969           -3002;
    24    0.213           -3002           -6336           -2969           -3002;
    25    0.221           -3002           -6336           -2969           -3002;
    26    0.230           -3002           -6336           -2969           -3002;
    27    0.239           -3002           -6336           -2969           -3002;
    28    0.248           -3002           -6336           -2969           -3002;
    29    0.257           -3002           -6336           -2969           -3002;
    30    0.266           -3002           -6336           -2969           -3002;
    31    0.274           -3002           -6336           -2969           -3002;
    32    0.283           -3002           -6336           -2969           -3002;
    33    0.292           -3002           -6336           -2969           -3002;
    34    0.301           -3002           -6336           -2969           -3002;
    35    0.310           -3002           -6336           -2969           -3002;
    36    0.319           -3002           -6336           -2969           -3002;
    37    0.328           -3002           -6336           -2969           -3002;
    38    0.336           -3002           -6336           -2969           -3002;
    39    0.345           -3002           -6336           -2969           -3002;
    40    0.354           -3002           -6336           -2969           -3002;
    41    0.363           -3002           -6336           -2969           -3002;
    42    0.372           -3002           -6334           -2969           -3002;
    43    0.381           -3002           -6334           -2969           -3002;
    44    0.390           -3002           -6333           -2969           -3002;
    45    0.398           -3002           -6333           -2969           -3002;
    46    0.407           -3002           -6333           -2969           -3002;
    47    0.416           -3002           -6332           -2969           -3002;
    48    0.425           -3002           -6331           -2969           -3002;
    49    0.434           -3002           -6329           -2969           -3002;
    50    0.443           -3002           -6326           -2969           -3002;
    51    0.452           -3002           -6323           -2969           -3002;
    52    0.460           -3002           -6321           -2969           -3002;
    53    0.469           -3002           -6319           -2969           -3002;
    54    0.478           -3002           -6318           -2969           -3002;
    55    0.487           -3002           -6317           -2969           -3002;
    56    0.496           -3002           -6316           -2969           -3002;
    57    0.505           -3002           -6315           -2969           -3002;
    58    0.514           -3002           -6314           -2969           -3002;
    59    0.522           -3002           -6313           -2969           -3002;
    60    0.531           -3002           -6313           -2969           -3002;
    61    0.540           -3002           -6313           -2969           -3002;
    62    0.549           -3002           -6313           -2969           -3002;
    63    0.558           -3002           -6313           -2969           -3002;
    64    0.567           -3002           -6313           -2969           -3002;
    65    0.576           -3002           -6313           -2969           -3002;
    66    0.584           -3002           -6312           -2969           -3002;
    67    0.593           -3002           -6311           -2969           -3002;
    68    0.602           -3002           -6309           -2969           -3002;
    69    0.611           -3002           -6307           -2969           -3002;
    70    0.620           -3002           -6304           -2969           -3002;
    71    0.629           -3002           -6301           -2969           -3002;
    72    0.638           -3002           -6298           -2969           -3002;
    73    0.646           -3002           -6296           -2969           -3002;
    74    0.655           -3002           -6294           -2969           -3002;
    75    0.664           -3002           -6291           -2969           -3002;
    76    0.673           -3002           -6289           -2969           -3002;
    77    0.682           -3002           -6288           -2969           -3002;
    78    0.691           -3002           -6287           -2969           -3002;
    79    0.699           -3002           -6286           -2969           -3002;
    80    0.708           -3002           -6285           -2969           -3002;
    81    0.717           -3002           -6284           -2969           -3002;
    82    0.726           -3002           -6283           -2969           -3002;
    83    0.735           -3002           -6282           -2969           -3002;
    84    0.744           -3002           -6280           -2969           -3002;
    85    0.753           -3002           -6277           -2969           -3002;
    86    0.761           -3002           -6272           -2969           -3002;
    87    0.770           -3002           -6267           -2969           -3002;
    88    0.779           -3002           -6262           -2969           -3002;
    89    0.788           -3002           -6257           -2969           -3002;
    90    0.797           -3002           -6253           -2969           -3002;
