 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000           -2995           -3382           -2960           -2995;
     1    0.009           -2995           -3382           -2960           -2995;
     2    0.018           -2995           -3382           -2960           -2995;
     3    0.027           -2995           -3382           -2960           -2995;
     4    0.035           -2995           -3382           -2960           -2995;
     5    0.044           -2995           -3382           -2960           -2995;
     6    0.053           -2995           -3382           -2960           -2995;
     7    0.062           -2995           -3382           -2960           -2995;
     8    0.071           -2995           -3382           -2960           -2995;
     9    0.080           -2995           -3382           -2960           -2995;
    10    0.089           -2995           -3382           -2960           -2995;
    11    0.097           -2995           -3382           -2960           -2995;
    12    0.106           -2995           -3382           -2960           -2995;
    13    0.115           -2995           -3382           -2960           -2995;
    14    0.124           -2995           -3382           -2960           -2995;
    15    0.133           -2995           -3382           -2960           -2995;
    16    0.142           -2995           -3382           -2960           -2995;
    17    0.151           -2995           -3382           -2960           -2995;
    18    0.159           -2995           -3382           -2960           -2995;
    19    0.168           -2995           -3382           -2960           -2995;
    20    0.177           -2995           -3382           -2960           -2995;
    21    0.186           -2995           -3382           -2960           -2995;
    22    0.195           -2995           -3382           -2960           -2995;
    23    0.204           -2995           -3382           -2960           -2995;
    24    0.213           -2995           -3382           -2960           -2995;
    25    0.221           -2995           -3382           -2960           -2995;
    26    0.230           -2995           -3382           -2960           -2995;
    27    0.239           -2995           -3382           -2960           -2995;
    28    0.248           -2995           -3382           -2960           -2995;
    29    0.257           -2995           -3383           -2960           -2995;
    30    0.266           -2995           -3384           -2960           -2995;
    31    0.274           -2995           -3387           -2960           -2995;
    32    0.283           -2995           -3391           -2960           -2995;
    33    0.292           -2995           -3398           -2960           -2995;
    34    0.301           -2995           -3406           -2960           -2995;
    35    0.310           -2995           -3416           -2960           -2995;
    36    0.319           -2995           -3426           -2960           -2995;
    37    0.328           -2995           -3434           -2960           -2995;
    38    0.336           -2995           -3440           -2960           -2995;
    39    0.345           -2995           -3441           -2960           -2995;
    40    0.354           -2995           -3441           -2960           -2995;
    41    0.363           -2995           -3438           -2960           -2995;
    42    0.372           -2995           -3436           -2960           -2995;
    43    0.381           -2995           -3435           -2960           -2995;
