 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000           -3004           -2234           -2972           -3004;
     1    0.009           -3004           -2234           -2972           -3004;
     2    0.018           -3004           -2234           -2972           -3004;
     3    0.027           -3004           -2234           -2972           -3004;
     4    0.035           -3004           -2234           -2972           -3004;
     5    0.044           -3004           -2232           -2972           -3004;
     6    0.053           -3004           -2232           -2972           -3004;
     7    0.062           -3004           -2232           -2972           -3004;
     8    0.071           -3004           -2232           -2972           -3004;
     9    0.080           -3004           -2232           -2972           -3004;
    10    0.089           -3004           -2232           -2972           -3004;
    11    0.097           -3004           -2232           -2972           -3004;
    12    0.106           -3004           -2232           -2972           -3004;
    13    0.115           -3004           -2232           -2972           -3004;
    14    0.124           -3004           -2232           -2972           -3004;
    15    0.133           -3004           -2232           -2972           -3004;
    16    0.142           -3004           -2232           -2972           -3004;
    17    0.151           -3004           -2232           -2972           -3004;
    18    0.159           -3004           -2232           -2972           -3004;
    19    0.168           -3004           -2232           -2972           -3004;
    20    0.177           -3004           -2233           -2972           -3004;
    21    0.186           -3004           -2233           -2972           -3004;
    22    0.195           -3004           -2233           -2972           -3004;
    23    0.204           -3004           -2233           -2972           -3004;
    24    0.213           -3004           -2233           -2972           -3004;
    25    0.221           -3004           -2233           -2972           -3004;
    26    0.230           -3004           -2233           -2972           -3004;
    27    0.239           -3004           -2233           -2972           -3004;
    28    0.248           -3004           -2233           -2972           -3004;
    29    0.257           -3004           -2233           -2972           -3004;
    30    0.266           -3004           -2233           -2972           -3004;
    31    0.274           -3004           -2233           -2972           -3004;
    32    0.283           -3004           -2233           -2972           -3004;
    33    0.292           -3004           -2233           -2972           -3004;
    34    0.301           -3004           -2233           -2972           -3004;
    35    0.310           -3004           -2233           -2972           -3004;
    36    0.319           -3004           -2233           -2972           -3004;
    37    0.328           -3004           -2233           -2972           -3004;
    38    0.336           -3004           -2233           -2972           -3004;
    39    0.345           -3004           -2233           -2972           -3004;
    40    0.354           -3004           -2233           -2972           -3004;
    41    0.363           -3004           -2233           -2972           -3004;
    42    0.372           -3004           -2233           -2972           -3004;
    43    0.381           -3004           -2233           -2972           -3004;
    44    0.390           -3004           -2233           -2972           -3004;
    45    0.398           -3004           -2233           -2972           -3004;
    46    0.407           -3004           -2233           -2972           -3004;
    47    0.416           -3004           -2233           -2972           -3004;
    48    0.425           -3004           -2232           -2972           -3004;
    49    0.434           -3004           -2232           -2972           -3004;
    50    0.443           -3004           -2232           -2972           -3004;
    51    0.452           -3004           -2232           -2972           -3004;
    52    0.460           -3004           -2232           -2972           -3004;
    53    0.469           -3004           -2232           -2972           -3004;
    54    0.478           -3004           -2232           -2972           -3004;
    55    0.487           -3004           -2232           -2972           -3004;
    56    0.496           -3004           -2232           -2972           -3004;
    57    0.505           -3004           -2232           -2972           -3004;
    58    0.514           -3004           -2232           -2972           -3004;
    59    0.522           -3004           -2232           -2972           -3004;
    60    0.531           -3004           -2232           -2972           -3004;
    61    0.540           -3004           -2232           -2972           -3004;
    62    0.549           -3004           -2232           -2972           -3004;
    63    0.558           -3004           -2232           -2972           -3004;
    64    0.567           -3004           -2232           -2972           -3004;
    65    0.576           -3004           -2231           -2972           -3004;
    66    0.584           -3004           -2231           -2972           -3004;
    67    0.593           -3004           -2231           -2972           -3004;
    68    0.602           -3004           -2230           -2972           -3004;
    69    0.611           -3004           -2230           -2972           -3004;
    70    0.620           -3004           -2230           -2972           -3004;
    71    0.629           -3004           -2230           -2972           -3004;
    72    0.638           -3004           -2230           -2972           -3004;
    73    0.646           -3004           -2230           -2972           -3004;
    74    0.655           -3004           -2230           -2972           -3004;
    75    0.664           -3004           -2230           -2972           -3004;
    76    0.673           -3004           -2230           -2972           -3004;
    77    0.682           -3004           -2230           -2972           -3004;
    78    0.691           -3004           -2230           -2972           -3004;
    79    0.699           -3004           -2231           -2972           -3004;
    80    0.708           -3004           -2231           -2972           -3004;
    81    0.717           -3004           -2231           -2972           -3004;
    82    0.726           -3004           -2231           -2972           -3004;
    83    0.735           -3004           -2231           -2972           -3004;
    84    0.744           -3004           -2231           -2972           -3004;
    85    0.753           -3004           -2231           -2972           -3004;
    86    0.761           -3004           -2231           -2972           -3004;
    87    0.770           -3004           -2231           -2972           -3004;
    88    0.779           -3004           -2231           -2972           -3004;
    89    0.788           -3004           -2231           -2972           -3004;
    90    0.797           -3004           -2231           -2972           -3004;
    91    0.806           -3004           -2232           -2972           -3004;
    92    0.815           -3004           -2232           -2972           -3004;
    93    0.823           -3004           -2232           -2972           -3004;
    94    0.832           -3004           -2232           -2972           -3004;
    95    0.841           -3004           -2232           -2972           -3004;
    96    0.850           -3004           -2232           -2972           -3004;
    97    0.859           -3004           -2232           -2972           -3004;
    98    0.868           -3004           -2232           -2972           -3004;
    99    0.877           -3004           -2232           -2972           -3004;
   100    0.885           -3004           -2232           -2972           -3004;
   101    0.894           -3004           -2232           -2972           -3004;
   102    0.903           -3004           -2232           -2972           -3004;
   103    0.912           -3004           -2232           -2972           -3004;
   104    0.921           -3004           -2233           -2972           -3004;
   105    0.930           -3004           -2233           -2972           -3004;
   106    0.939           -3004           -2233           -2972           -3004;
   107    0.947           -3004           -2233           -2972           -3004;
   108    0.956           -3004           -2233           -2972           -3004;
   109    0.965           -3004           -2233           -2972           -3004;
   110    0.974           -3004           -2233           -2972           -3004;
   111    0.983           -3004           -2233           -2972           -3004;
   112    0.992           -3004           -2233           -2972           -3004;
   113    1.001           -3004           -2233           -2972           -3004;
   114    1.009           -3004           -2233           -2972           -3004;
   115    1.018           -3004           -2233           -2972           -3004;
   116    1.027           -3004           -2233           -2972           -3004;
   117    1.036           -3004           -2233           -2972           -3004;
   118    1.045           -3004           -2233           -2972           -3004;
   119    1.054           -3004           -2233           -2972           -3004;
   120    1.063           -3004           -2233           -2972           -3004;
   121    1.071           -3004           -2233           -2972           -3004;
   122    1.080           -3004           -2234           -2972           -3004;
   123    1.089           -3004           -2234           -2972           -3004;
   124    1.098           -3004           -2234           -2972           -3004;
   125    1.107           -3004           -2234           -2972           -3004;
   126    1.116           -3004           -2234           -2972           -3004;
   127    1.124           -3004           -2234           -2972           -3004;
   128    1.133           -3004           -2234           -2972           -3004;
   129    1.142           -3004           -2234           -2972           -3004;
   130    1.151           -3004           -2234           -2972           -3004;
   131    1.160           -3004           -2234           -2972           -3004;
   132    1.169           -3004           -2234           -2972           -3004;
   133    1.178           -3004           -2234           -2972           -3004;
   134    1.186           -3004           -2234           -2972           -3004;
   135    1.195           -3004           -2233           -2972           -3004;
   136    1.204           -3004           -2232           -2972           -3004;
   137    1.213           -3004           -2232           -2972           -3004;
   138    1.222           -3004           -2230           -2972           -3004;
   139    1.231           -3004           -2225           -2972           -3004;
   140    1.240           -3004           -2214           -2972           -3004;
   141    1.248           -3004           -2191           -2972           -3004;
   142    1.257           -3004           -2150           -2972           -3004;
   143    1.266           -3004           -2082           -2972           -3004;
   144    1.275           -3004           -1979           -2972           -3004;
   145    1.284           -3004           -1835           -2972           -3004;
   146    1.293           -3004           -1644           -2972           -3004;
   147    1.302           -3004           -1410           -2972           -3004;
   148    1.310           -3004           -1141           -2972           -3004;
   149    1.319           -3004            -848           -2972           -3004;
   150    1.328           -3004            -544           -2972           -3004;
   151    1.337           -3004            -239           -2972           -3004;
   152    1.346           -3004              55           -2972           -3004;
   153    1.355           -3004             329           -2972           -3004;
   154    1.364           -3004             575           -2972           -3004;
   155    1.372           -3004             788           -2972           -3004;
   156    1.381           -3004             962           -2972           -3004;
   157    1.390           -3004            1094           -2972           -3004;
   158    1.399           -3004            1181           -2972           -3004;
   159    1.408           -3004            1223           -2972           -3004;
   160    1.417           -3004            1221           -2972           -3004;
   161    1.426           -3004            1175           -2972           -3004;
   162    1.434           -3004            1092           -2972           -3004;
   163    1.443           -3004             977           -2972           -3004;
   164    1.452           -3004             835           -2972           -3004;
   165    1.461           -3004             672           -2972           -3004;
