 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000           -3005           -4401           -2972           -3005;
     1    0.009           -3005           -4401           -2972           -3005;
     2    0.018           -3005           -4401           -2972           -3005;
     3    0.027           -3005           -4401           -2972           -3005;
     4    0.035           -3005           -4401           -2972           -3005;
     5    0.044           -3005           -4403           -2972           -3005;
     6    0.053           -3005           -4404           -2972           -3005;
     7    0.062           -3005           -4406           -2972           -3005;
     8    0.071           -3005           -4406           -2972           -3005;
     9    0.080           -3005           -4406           -2972           -3005;
    10    0.089           -3005           -4403           -2972           -3005;
    11    0.097           -3005           -4401           -2972           -3005;
    12    0.106           -3005           -4399           -2972           -3005;
    13    0.115           -3005           -4397           -2972           -3005;
    14    0.124           -3005           -4395           -2972           -3005;
    15    0.133           -3005           -4394           -2972           -3005;
    16    0.142           -3005           -4394           -2972           -3005;
    17    0.151           -3005           -4394           -2972           -3005;
    18    0.159           -3005           -4394           -2972           -3005;
    19    0.168           -3005           -4394           -2972           -3005;
    20    0.177           -3005           -4394           -2972           -3005;
    21    0.186           -3005           -4394           -2972           -3005;
    22    0.195           -3005           -4392           -2972           -3005;
    23    0.204           -3005           -4390           -2972           -3005;
    24    0.213           -3005           -4387           -2972           -3005;
    25    0.221           -3005           -4384           -2972           -3005;
    26    0.230           -3005           -4380           -2972           -3005;
    27    0.239           -3005           -4376           -2972           -3005;
    28    0.248           -3005           -4373           -2972           -3005;
    29    0.257           -3005           -4371           -2972           -3005;
    30    0.266           -3005           -4370           -2972           -3005;
    31    0.274           -3005           -4370           -2972           -3005;
    32    0.283           -3005           -4372           -2972           -3005;
    33    0.292           -3005           -4374           -2972           -3005;
    34    0.301           -3005           -4374           -2972           -3005;
    35    0.310           -3005           -4374           -2972           -3005;
    36    0.319           -3005           -4372           -2972           -3005;
    37    0.328           -3005           -4371           -2972           -3005;
    38    0.336           -3005           -4371           -2972           -3005;
    39    0.345           -3005           -4371           -2972           -3005;
    40    0.354           -3005           -4371           -2972           -3005;
    41    0.363           -3005           -4371           -2972           -3005;
    42    0.372           -3005           -4370           -2972           -3005;
    43    0.381           -3005           -4370           -2972           -3005;
    44    0.390           -3005           -4370           -2972           -3005;
    45    0.398           -3005           -4370           -2972           -3005;
    46    0.407           -3005           -4370           -2972           -3005;
    47    0.416           -3005           -4370           -2972           -3005;
    48    0.425           -3005           -4370           -2972           -3005;
    49    0.434           -3005           -4370           -2972           -3005;
    50    0.443           -3005           -4370           -2972           -3005;
    51    0.452           -3005           -4370           -2972           -3005;
    52    0.460           -3005           -4370           -2972           -3005;
    53    0.469           -3005           -4370           -2972           -3005;
    54    0.478           -3005           -4370           -2972           -3005;
    55    0.487           -3005           -4370           -2972           -3005;
    56    0.496           -3005           -4370           -2972           -3005;
    57    0.505           -3005           -4370           -2972           -3005;
    58    0.514           -3005           -4370           -2972           -3005;
    59    0.522           -3005           -4370           -2972           -3005;
    60    0.531           -3005           -4370           -2972           -3005;
    61    0.540           -3005           -4370           -2972           -3005;
    62    0.549           -3005           -4370           -2972           -3005;
    63    0.558           -3005           -4370           -2972           -3005;
    64    0.567           -3005           -4370           -2972           -3005;
    65    0.576           -3005           -4370           -2972           -3005;
