 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000           -3002           -4449           -2969           -3002;
     1    0.009           -3002           -4450           -2969           -3002;
     2    0.018           -3002           -4450           -2969           -3002;
     3    0.027           -3002           -4450           -2969           -3002;
     4    0.035           -3002           -4450           -2969           -3002;
     5    0.044           -3002           -4450           -2969           -3002;
     6    0.053           -3002           -4452           -2969           -3002;
     7    0.062           -3002           -4453           -2969           -3002;
     8    0.071           -3002           -4454           -2969           -3002;
     9    0.080           -3002           -4455           -2969           -3002;
    10    0.089           -3002           -4455           -2969           -3002;
    11    0.097           -3002           -4455           -2969           -3002;
    12    0.106           -3002           -4455           -2969           -3002;
    13    0.115           -3002           -4455           -2969           -3002;
    14    0.124           -3002           -4455           -2969           -3002;
    15    0.133           -3002           -4455           -2969           -3002;
    16    0.142           -3002           -4455           -2969           -3002;
    17    0.151           -3002           -4455           -2969           -3002;
    18    0.159           -3002           -4455           -2969           -3002;
    19    0.168           -3002           -4455           -2969           -3002;
    20    0.177           -3002           -4455           -2969           -3002;
    21    0.186           -3002           -4455           -2969           -3002;
    22    0.195           -3002           -4455           -2969           -3002;
    23    0.204           -3002           -4455           -2969           -3002;
    24    0.213           -3002           -4455           -2969           -3002;
    25    0.221           -3002           -4453           -2969           -3002;
    26    0.230           -3002           -4453           -2969           -3002;
    27    0.239           -3002           -4453           -2969           -3002;
    28    0.248           -3002           -4453           -2969           -3002;
    29    0.257           -3002           -4453           -2969           -3002;
    30    0.266           -3002           -4453           -2969           -3002;
    31    0.274           -3002           -4453           -2969           -3002;
    32    0.283           -3002           -4453           -2969           -3002;
    33    0.292           -3002           -4452           -2969           -3002;
    34    0.301           -3002           -4451           -2969           -3002;
    35    0.310           -3002           -4450           -2969           -3002;
    36    0.319           -3002           -4450           -2969           -3002;
    37    0.328           -3002           -4450           -2969           -3002;
    38    0.336           -3002           -4452           -2969           -3002;
    39    0.345           -3002           -4454           -2969           -3002;
    40    0.354           -3002           -4456           -2969           -3002;
    41    0.363           -3002           -4458           -2969           -3002;
    42    0.372           -3002           -4459           -2969           -3002;
    43    0.381           -3002           -4459           -2969           -3002;
    44    0.390           -3002           -4460           -2969           -3002;
    45    0.398           -3002           -4460           -2969           -3002;
    46    0.407           -3002           -4460           -2969           -3002;
    47    0.416           -3002           -4460           -2969           -3002;
    48    0.425           -3002           -4460           -2969           -3002;
    49    0.434           -3002           -4460           -2969           -3002;
    50    0.443           -3002           -4460           -2969           -3002;
    51    0.452           -3002           -4460           -2969           -3002;
    52    0.460           -3002           -4460           -2969           -3002;
    53    0.469           -3002           -4460           -2969           -3002;
    54    0.478           -3002           -4461           -2969           -3002;
    55    0.487           -3002           -4461           -2969           -3002;
    56    0.496           -3002           -4461           -2969           -3002;
    57    0.505           -3002           -4461           -2969           -3002;
    58    0.514           -3002           -4461           -2969           -3002;
    59    0.522           -3002           -4461           -2969           -3002;
    60    0.531           -3002           -4461           -2969           -3002;
    61    0.540           -3002           -4461           -2969           -3002;
    62    0.549           -3002           -4461           -2969           -3002;
    63    0.558           -3002           -4461           -2969           -3002;
    64    0.567           -3002           -4461           -2969           -3002;
    65    0.576           -3002           -4461           -2969           -3002;
    66    0.584           -3002           -4461           -2969           -3002;
    67    0.593           -3002           -4461           -2969           -3002;
    68    0.602           -3002           -4461           -2969           -3002;
    69    0.611           -3002           -4462           -2969           -3002;
    70    0.620           -3002           -4463           -2969           -3002;
    71    0.629           -3002           -4463           -2969           -3002;
    72    0.638           -3002           -4464           -2969           -3002;
    73    0.646           -3002           -4464           -2969           -3002;
    74    0.655           -3002           -4464           -2969           -3002;
    75    0.664           -3002           -4464           -2969           -3002;
    76    0.673           -3002           -4464           -2969           -3002;
    77    0.682           -3002           -4465           -2969           -3002;
    78    0.691           -3002           -4465           -2969           -3002;
    79    0.699           -3002           -4466           -2969           -3002;
    80    0.708           -3002           -4466           -2969           -3002;
    81    0.717           -3002           -4466           -2969           -3002;
    82    0.726           -3002           -4466           -2969           -3002;
    83    0.735           -3002           -4466           -2969           -3002;
    84    0.744           -3002           -4468           -2969           -3002;
    85    0.753           -3002           -4469           -2969           -3002;
    86    0.761           -3002           -4471           -2969           -3002;
    87    0.770           -3002           -4472           -2969           -3002;
    88    0.779           -3002           -4473           -2969           -3002;
    89    0.788           -3002           -4474           -2969           -3002;
    90    0.797           -3002           -4475           -2969           -3002;
    91    0.806           -3002           -4476           -2969           -3002;
    92    0.815           -3002           -4477           -2969           -3002;
    93    0.823           -3002           -4478           -2969           -3002;
    94    0.832           -3002           -4479           -2969           -3002;
    95    0.841           -3002           -4479           -2969           -3002;
    96    0.850           -3002           -4479           -2969           -3002;
    97    0.859           -3002           -4479           -2969           -3002;
    98    0.868           -3002           -4479           -2969           -3002;
    99    0.877           -3002           -4479           -2969           -3002;
   100    0.885           -3002           -4480           -2969           -3002;
   101    0.894           -3002           -4480           -2969           -3002;
   102    0.903           -3002           -4480           -2969           -3002;
   103    0.912           -3002           -4480           -2969           -3002;
   104    0.921           -3002           -4480           -2969           -3002;
   105    0.930           -3002           -4480           -2969           -3002;
   106    0.939           -3002           -4480           -2969           -3002;
   107    0.947           -3002           -4480           -2969           -3002;
   108    0.956           -3002           -4480           -2969           -3002;
   109    0.965           -3002           -4480           -2969           -3002;
   110    0.974           -3002           -4478           -2969           -3002;
   111    0.983           -3002           -4477           -2969           -3002;
   112    0.992           -3002           -4477           -2969           -3002;
   113    1.001           -3002           -4477           -2969           -3002;
   114    1.009           -3002           -4477           -2969           -3002;
   115    1.018           -3002           -4477           -2969           -3002;
   116    1.027           -3002           -4477           -2969           -3002;
   117    1.036           -3002           -4477           -2969           -3002;
   118    1.045           -3002           -4477           -2969           -3002;
   119    1.054           -3002           -4477           -2969           -3002;
   120    1.063           -3002           -4476           -2969           -3002;
   121    1.071           -3002           -4475           -2969           -3002;
   122    1.080           -3002           -4475           -2969           -3002;
   123    1.089           -3002           -4475           -2969           -3002;
   124    1.098           -3002           -4475           -2969           -3002;
   125    1.107           -3002           -4475           -2969           -3002;
   126    1.116           -3002           -4475           -2969           -3002;
   127    1.124           -3002           -4475           -2969           -3002;
   128    1.133           -3002           -4475           -2969           -3002;
   129    1.142           -3002           -4475           -2969           -3002;
   130    1.151           -3002           -4475           -2969           -3002;
   131    1.160           -3002           -4475           -2969           -3002;
   132    1.169           -3002           -4475           -2969           -3002;
   133    1.178           -3002           -4475           -2969           -3002;
   134    1.186           -3002           -4475           -2969           -3002;
   135    1.195           -3002           -4475           -2969           -3002;
   136    1.204           -3002           -4475           -2969           -3002;
   137    1.213           -3002           -4475           -2969           -3002;
   138    1.222           -3002           -4475           -2969           -3002;
   139    1.231           -3002           -4475           -2969           -3002;
   140    1.240           -3002           -4475           -2969           -3002;
   141    1.248           -3002           -4475           -2969           -3002;
   142    1.257           -3002           -4475           -2969           -3002;
   143    1.266           -3002           -4475           -2969           -3002;
   144    1.275           -3002           -4475           -2969           -3002;
   145    1.284           -3002           -4475           -2969           -3002;
   146    1.293           -3002           -4475           -2969           -3002;
   147    1.302           -3002           -4475           -2969           -3002;
   148    1.310           -3002           -4475           -2969           -3002;
   149    1.319           -3002           -4475           -2969           -3002;
   150    1.328           -3002           -4475           -2969           -3002;
   151    1.337           -3002           -4474           -2969           -3002;
   152    1.346           -3002           -4474           -2969           -3002;
   153    1.355           -3002           -4475           -2969           -3002;
