 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000               0               0               0               0;
     1    0.009               0               0               0               0;
     2    0.018               0               0               0               0;
     3    0.027               0               0               0               0;
     4    0.035               0               0               0               0;
     5    0.044               0               0               0               0;
     6    0.053               0               0               0               0;
     7    0.062               0               0               0               0;
     8    0.071               0               0               0               0;
     9    0.080               0               0               0               0;
    10    0.089               0               0               0               0;
    11    0.097               0               0               0               0;
    12    0.106               0               0               0               0;
    13    0.115               0               0               0               0;
    14    0.124               0               0               0               0;
    15    0.133               0               0               0               0;
    16    0.142               0               0               0               0;
    17    0.151               0               0               0               0;
    18    0.159               1               0               0               0;
    19    0.168               1               0               0               0;
    20    0.177               1               0               0               0;
    21    0.186               1               0               0               0;
    22    0.195               1               0               0               0;
    23    0.204               1               0               0               0;
    24    0.213               1               0               0               0;
    25    0.221               1               0               0               0;
    26    0.230               2               0               0               0;
    27    0.239               2               0               0               0;
    28    0.248               2               0               0               0;
    29    0.257               2               0               0               0;
    30    0.266               3               0               0               0;
    31    0.274               3               1               0               0;
    32    0.283               3               2               0               0;
    33    0.292               3               2               0               0;
    34    0.301               4               3               0               0;
    35    0.310               4               4               0               0;
    36    0.319               4               5               0               0;
    37    0.328               5               6               0               0;
    38    0.336               5               7               0               0;
    39    0.345               6               8               0               0;
    40    0.354               6               9               0               0;
    41    0.363               6              11               0               0;
    42    0.372               7              14               0               0;
    43    0.381               7              17               0               0;
    44    0.390               8              22               0               0;
    45    0.398               8              27               0               0;
    46    0.407               9              34               0               0;
    47    0.416              10              41               0               0;
    48    0.425              10              51               0               0;
    49    0.434              11              61               0               0;
    50    0.443              12              73               0               0;
    51    0.452              12              87               0               0;
    52    0.460              13             101               0               0;
    53    0.469              14             116               0               0;
    54    0.478              15             132               0               0;
    55    0.487              15             150               0               0;
    56    0.496              16             168               0               0;
    57    0.505              17             188               0               0;
    58    0.514              18             208               0               0;
    59    0.522              19             229               0               0;
    60    0.531              20             251               0               0;
    61    0.540              21             274               0               0;
    62    0.549              22             297               0               0;
    63    0.558              23             321               0               0;
    64    0.567              24             344               0               0;
    65    0.576              25             367               0               0;
    66    0.584              26             390               0               0;
    67    0.593              27             413               0               0;
    68    0.602              28             435               0               0;
    69    0.611              29             457               0               0;
    70    0.620              30             479               0               0;
    71    0.629              32             500               0               0;
    72    0.638              33             520               0               0;
    73    0.646              34             539               0               0;
    74    0.655              35             558               0               0;
    75    0.664              36             576               0               0;
    76    0.673              37             594               0               0;
    77    0.682              38             610               0               0;
    78    0.691              39             627               0               0;
    79    0.699              40             642               0               0;
    80    0.708              41             657               0               0;
    81    0.717              42             670               0               0;
    82    0.726              43             683               0               0;
    83    0.735              43             696               0               0;
    84    0.744              44             707               0               0;
    85    0.753              45             719               0               0;
    86    0.761              46             730               0               0;
    87    0.770              47             741               0               0;
    88    0.779              47             752               0               0;
    89    0.788              48             762               0               0;
    90    0.797              49             771               0               0;
    91    0.806              49             779               0               0;
    92    0.815              50             787               0               0;
    93    0.823              50             795               0               0;
    94    0.832              50             802               0               0;
    95    0.841              51             810               0               0;
    96    0.850              51             818               0               0;
    97    0.859              51             824               0               0;
    98    0.868              51             830               0               0;
    99    0.877              51             836               0               0;
   100    0.885              51             841               0               0;
   101    0.894              51             846               0               0;
   102    0.903              51             850               0               0;
   103    0.912              51             853               0               0;
   104    0.921              50             856               0               0;
   105    0.930              50             857               0               0;
   106    0.939              49             857               0               0;
   107    0.947              49             857               0               0;
   108    0.956              48             856               0               0;
   109    0.965              47             853               0               0;
   110    0.974              46             851               0               0;
   111    0.983              45             847               0               0;
   112    0.992              44             844               0               0;
   113    1.001              43             841               0               0;
   114    1.009              42             837               0               0;
   115    1.018              40             832               0               0;
   116    1.027              39             825               0               0;
   117    1.036              37             815               0               0;
   118    1.045              36             802               0               0;
   119    1.054              34             786               0               0;
   120    1.063              32             765               0               0;
   121    1.071              30             739               0               0;
   122    1.080              28             709               0               0;
   123    1.089              26             675               0               0;
   124    1.098              24             636               0               0;
   125    1.107              22             593               0               0;
   126    1.116              20             546               0               0;
   127    1.124              18             496               0               0;
   128    1.133              15             442               0               0;
   129    1.142              13             387               0               0;
   130    1.151              11             329               0               0;
   131    1.160               8             271               0               0;
   132    1.169               6             211               0               0;
   133    1.178               4             152               0               0;
   134    1.186               1              93               0               0;
   135    1.195              -1              35               0               0;
   136    1.204              -3             -21               0               0;
