 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000               0               0               0               0;
     1    0.009               0               0               0               0;
     2    0.018               0               0               0               0;
     3    0.027               0               0               0               0;
     4    0.035               1               0               0               0;
     5    0.044               1               0               0               0;
     6    0.053               2               0               0               0;
     7    0.062               3               0               0               0;
     8    0.071               4               1               0               0;
     9    0.080               6               3               0               0;
    10    0.089               9               7               0               0;
    11    0.097              11              14               0               0;
    12    0.106              15              25               0               1;
    13    0.115              19              42               0               2;
    14    0.124              23              66               0               3;
    15    0.133              28             100               0               4;
    16    0.142              33             146               0               5;
    17    0.151              38             204               0               5;
    18    0.159              42             276               0               6;
    19    0.168              46             360               0               6;
    20    0.177              49             457               0               6;
    21    0.186              51             564               0               6;
    22    0.195              51             678               0               6;
    23    0.204              50             796               0               5;
    24    0.213              48             912               0               4;
    25    0.221              43            1021               0               3;
    26    0.230              37            1116               0               2;
    27    0.239              29            1191               0               1;
    28    0.248              19            1237               0               0;
    29    0.257               9            1249               0              -1;
    30    0.266              -2            1224               0              -2;
    31    0.274             -13            1157               0              -3;
    32    0.283             -23            1046               0              -4;
    33    0.292             -32             893               0              -4;
    34    0.301             -40             697               0              -4;
    35    0.310             -46             462               0              -4;
    36    0.319             -50             195               0              -4;
    37    0.328             -51             -96               0              -4;
    38    0.336             -49            -400               0              -4;
    39    0.345             -44            -704               0              -4;
    40    0.354             -37            -993               0              -2;
    41    0.363             -28           -1256               0              -2;
    42    0.372             -17           -1477               0              -1;
    43    0.381              -5           -1645               0               0;
    44    0.390               6           -1751               0               1;
    45    0.398              18           -1787               0               2;
    46    0.407              29           -1749               0               3;
    47    0.416              38           -1634               0               4;
    48    0.425              45           -1444               0               5;
    49    0.434              50           -1184               0               5;
    50    0.443              51            -865               0               5;
    51    0.452              49            -501               0               5;
    52    0.460              44            -107               0               4;
    53    0.469              36             296               0               3;
    54    0.478              26             689               0               1;
    55    0.487              15            1052               0              -0;
    56    0.496               3            1367               0              -2;
    57    0.505              -9            1621               0              -4;
    58    0.514             -20            1802               0              -5;
    59    0.522             -31            1902               0              -6;
    60    0.531             -40            1917               0              -6;
    61    0.540             -47            1845               0              -7;
    62    0.549             -51            1692               0              -7;
    63    0.558             -51            1462               0              -7;
    64    0.567             -48            1162               0              -7;
    65    0.576             -42             809               0              -7;
    66    0.584             -33             421               0              -7;
    67    0.593             -22              22               0              -5;
    68    0.602             -11            -368               0              -3;
    69    0.611               1            -728               0              -2;
    70    0.620              13           -1040               0               1;
    71    0.629              25           -1291               0               3;
    72    0.638              35           -1469               0               6;
    73    0.646              43           -1566               0               9;
    74    0.655              49           -1579               0              12;
    75    0.664              51           -1503               0              14;
    76    0.673              50           -1347               0              16;
    77    0.682              45           -1118               0              17;
    78    0.691              38            -831               0              17;
    79    0.699              29            -504               0              17;
    80    0.708              18            -156               0              16;
    81    0.717               6             191               0              13;
    82    0.726              -7             518               0              12;
    83    0.735             -18             807               0              10;
    84    0.744             -29            1044               0               8;
    85    0.753             -39            1218               0               7;
    86    0.761             -46            1318               0               7;
    87    0.770             -50            1342               0               7;
    88    0.779             -51            1287               0               7;
    89    0.788             -48            1159               0               6;
    90    0.797             -42             967               0               6;
    91    0.806             -34             722               0               5;
    92    0.815             -24             442               0               5;
    93    0.823             -12             146               0               4;
    94    0.832              -0            -148               0               4;
    95    0.841              12            -425               0               4;
    96    0.850              23            -667               0               4;
    97    0.859              34            -861               0               4;
    98    0.868              42            -994               0               4;
    99    0.877              48           -1062               0               4;
   100    0.885              51           -1061               0               4;
   101    0.894              50            -989               0               4;
   102    0.903              46            -854               0               5;
   103    0.912              39            -662               0               5;
   104    0.921              30            -429               0               5;
   105    0.930              19            -169               0               5;
   106    0.939               7              98               0               5;
   107    0.947              -5             356               0               5;
   108    0.956             -17             590               0               5;
   109    0.965             -28             784               0               5;
   110    0.974             -38             928               0               5;
   111    0.983             -45            1011               0               5;
   112    0.992             -50            1030               0               5;
   113    1.001             -51             981               0               5;
   114    1.009             -49             870               0               5;
   115    1.018             -43             703               0               5;
   116    1.027             -35             493               0               5;
   117    1.036             -25             253               0               5;
   118    1.045             -14              -1               0               5;
   119    1.054              -1            -252               0               5;
   120    1.063              11            -484               0               5;
   121    1.071              22            -683               0               6;
   122    1.080              33            -835               0               6;
   123    1.089              41            -932               0               7;
   124    1.098              48            -966               0               7;
   125    1.107              51            -935               0               7;
