 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000               0               0               0               0;
     1    0.009               0               0               0               0;
     2    0.018               0               0               0               0;
     3    0.027               0               0               0               0;
     4    0.035               0               0               0               0;
     5    0.044               0               0               0               0;
     6    0.053               1               0               0               0;
     7    0.062               1               0               0               0;
     8    0.071               1               0               0               0;
     9    0.080               2               0               0               0;
    10    0.089               3               0               0               0;
    11    0.097               3               0               0               0;
    12    0.106               4               0               0               0;
    13    0.115               6               1               0               0;
    14    0.124               7               4               0               0;
    15    0.133               9               8               0               0;
    16    0.142              10              13               0               0;
    17    0.151              12              21               0               0;
    18    0.159              15              33               0               0;
    19    0.168              17              49               0               0;
    20    0.177              20              70               0               0;
    21    0.186              23              99               0               0;
    22    0.195              26             136               0               0;
    23    0.204              30             182               0               0;
    24    0.213              33             236               0               0;
    25    0.221              36             299               0               0;
    26    0.230              39             371               0               0;
    27    0.239              42             449               0               0;
    28    0.248              44             534               0               0;
    29    0.257              47             623               0               0;
    30    0.266              49             715               0               0;
    31    0.274              50             806               0               0;
    32    0.283              51             894               0               0;
    33    0.292              51             977               0               0;
    34    0.301              51            1052               0               0;
    35    0.310              50            1116               0               0;
    36    0.319              48            1166               0               0;
    37    0.328              45            1201               0               0;
    38    0.336              42            1217               0               0;
    39    0.345              37            1214               0               0;
    40    0.354              32            1190               0               0;
    41    0.363              26            1149               0               0;
    42    0.372              19            1088               0               0;
    43    0.381              13            1007               0               0;
    44    0.390               6             904               0               0;
    45    0.398              -2             779               0               0;
    46    0.407              -9             635               0               0;
    47    0.416             -16             473               0               0;
    48    0.425             -22             295               0               0;
    49    0.434             -29             104               0               0;
    50    0.443             -35             -97               0               0;
    51    0.452             -40            -305               0               0;
    52    0.460             -44            -515               0               0;
    53    0.469             -47            -722               0               0;
    54    0.478             -50            -921               0               0;
    55    0.487             -51           -1107               0               0;
    56    0.496             -51           -1274               0               0;
    57    0.505             -50           -1417               0               0;
    58    0.514             -47           -1531               0               0;
    59    0.522             -43           -1609               0               0;
    60    0.531             -37           -1650               0               0;
    61    0.540             -31           -1651               0               0;
    62    0.549             -25           -1608               0               0;
    63    0.558             -17           -1524               0               0;
    64    0.567             -10           -1399               0              -1;
    65    0.576              -2           -1235               0              -1;
    66    0.584               6           -1036               0              -2;
    67    0.593              14            -807               0              -3;
    68    0.602              21            -554               0              -3;
    69    0.611              28            -282               0              -4;
    70    0.620              35               3               0              -5;
    71    0.629              40             293               0              -5;
    72    0.638              45             582               0              -6;
    73    0.646              48             863               0              -6;
    74    0.655              50            1127               0              -7;
    75    0.664              51            1369               0              -7;
    76    0.673              50            1580               0              -7;
    77    0.682              48            1752               0              -7;
    78    0.691              44            1881               0              -7;
    79    0.699              39            1959               0              -7;
    80    0.708              33            1982               0              -7;
    81    0.717              27            1953               0              -7;
    82    0.726              19            1873               0              -5;
    83    0.735              12            1745               0              -3;
    84    0.744               4            1570               0              -1;
    85    0.753              -4            1353               0               2;
    86    0.761             -12            1101               0               5;
    87    0.770             -20             820               0               8;
    88    0.779             -27             517               0              11;
    89    0.788             -34             199               0              13;
    90    0.797             -40            -126               0              16;
    91    0.806             -45            -450               0              17;
    92    0.815             -48            -764               0              19;
    93    0.823             -50           -1061               0              20;
    94    0.832             -51           -1332               0              21;
    95    0.841             -50           -1570               0              22;
    96    0.850             -48           -1768               0              22;
    97    0.859             -44           -1919               0              23;
    98    0.868             -39           -2018               0              23;
    99    0.877             -33           -2061               0              23;
   100    0.885             -26           -2046               0              23;
   101    0.894             -19           -1972               0              23;
   102    0.903             -11           -1841               0              23;
   103    0.912              -3           -1656               0              22;
   104    0.921               5           -1422               0              20;
   105    0.930              13           -1148               0              17;
   106    0.939              21            -840               0              14;
   107    0.947              28            -509               0              10;
   108    0.956              35            -162               0               6;
   109    0.965              40             192               0               1;
   110    0.974              45             543               0              -4;
   111    0.983              49             881               0             -10;
   112    0.992              51            1198               0             -16;
   113    1.001              51            1486               0             -23;
   114    1.009              50            1736               0             -30;
   115    1.018              47            1940               0             -38;
   116    1.027              43            2090               0             -48;
   117    1.036              38            2181               0             -59;
   118    1.045              32            2212               0             -71;
   119    1.054              25            2182               0             -84;
   120    1.063              18            2094               0             -96;
   121    1.071              10            1948               0            -107;
   122    1.080               2            1750               0            -115;
   123    1.089              -6            1504               0            -122;
   124    1.098             -14            1218               0            -128;
   125    1.107             -22             901               0            -131;
