 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000               0               0               0               0;
     1    0.009               0               0               0               0;
     2    0.018               0               0               0              -1;
     3    0.027               0               0               0              -1;
     4    0.035               0               0               0              -1;
     5    0.044               0               0               0              -1;
     6    0.053               0               0               0              -1;
     7    0.062               0               0               0              -2;
     8    0.071               0               0               0              -2;
     9    0.080               0               0               0              -2;
    10    0.089               0               0               0              -3;
    11    0.097               0               0               0              -3;
    12    0.106               0               0               0              -4;
    13    0.115               0               0               0              -4;
    14    0.124               0               0               0              -4;
    15    0.133               0               0               0              -4;
    16    0.142               0               0               0              -4;
    17    0.151               0               0               0              -4;
    18    0.159               0               0               0              -4;
    19    0.168               0               0               0              -4;
    20    0.177               0               0               0              -4;
    21    0.186               0               0               0              -4;
    22    0.195               0               0               0              -2;
    23    0.204               0               0               0              -2;
    24    0.213               0               0               0              -2;
    25    0.221               0               0               0              -2;
    26    0.230               0               0               0              -2;
    27    0.239               0               0               0              -2;
    28    0.248               0               0               0              -2;
    29    0.257               0               0               0              -2;
    30    0.266               0               0               0              -2;
    31    0.274               0               0               0              -2;
    32    0.283               0               0               0              -2;
    33    0.292               0               0               0              -2;
    34    0.301               0               0               0              -2;
    35    0.310               0               0               0              -2;
    36    0.319               1               0               0              -2;
    37    0.328               1               0               0              -2;
    38    0.336               1               0               0              -2;
    39    0.345               1               0               0              -2;
    40    0.354               1               0               0              -2;
    41    0.363               1               0               0              -2;
    42    0.372               1               0               0              -2;
    43    0.381               1               0               0              -2;
    44    0.390               1               0               0              -2;
    45    0.398               1               0               0              -2;
    46    0.407               1               0               0              -2;
    47    0.416               1               0               0              -2;
    48    0.425               1               0               0              -2;
    49    0.434               1               0               0              -2;
    50    0.443               1               0               0              -2;
    51    0.452               2               0               0              -2;
    52    0.460               2               0               0              -2;
    53    0.469               2               0               0              -2;
    54    0.478               2               0               0              -2;
    55    0.487               2               0               0              -2;
    56    0.496               2               2               0              -2;
    57    0.505               2               2               0              -2;
    58    0.514               2               3               0              -1;
    59    0.522               2               4               0              -0;
    60    0.531               2               5               0               0;
    61    0.540               3               5               0               1;
    62    0.549               3               5               0               1;
    63    0.558               3               5               0               1;
    64    0.567               3               5               0               1;
    65    0.576               3               5               0              -0;
    66    0.584               3               5               0              -0;
    67    0.593               3               5               0              -1;
    68    0.602               4               5               0              -2;
    69    0.611               4               5               0              -2;
    70    0.620               4               5               0              -3;
    71    0.629               4               5               0              -3;
    72    0.638               4               5               0              -3;
    73    0.646               4               5               0              -3;
    74    0.655               5               5               0              -4;
    75    0.664               5               5               0              -4;
    76    0.673               5               5               0              -4;
    77    0.682               5               6               0              -4;
    78    0.691               5               8               0              -4;
    79    0.699               6               9               0              -4;
    80    0.708               6              11               0              -5;
    81    0.717               6              14               0              -5;
    82    0.726               6              17               0              -5;
    83    0.735               7              22               0              -5;
    84    0.744               7              28               0              -3;
    85    0.753               7              35               0              -2;
    86    0.761               7              43               0              -1;
    87    0.770               8              53               0               0;
    88    0.779               8              63               0               1;
    89    0.788               8              74               0               1;
    90    0.797               8              85               0               1;
    91    0.806               9              96               0               1;
    92    0.815               9             106               0               1;
    93    0.823               9             116               0               1;
    94    0.832              10             125               0               1;
    95    0.841              10             133               0               1;
    96    0.850              10             141               0               1;
    97    0.859              11             147               0               1;
    98    0.868              11             152               0               1;
    99    0.877              11             156               0               1;
   100    0.885              12             159               0               1;
   101    0.894              12             160               0               1;
   102    0.903              12             160               0               1;
   103    0.912              13             160               0              -0;
   104    0.921              13             160               0              -2;
   105    0.930              13             160               0              -4;
   106    0.939              14             160               0              -5;
   107    0.947              14             160               0              -7;
   108    0.956              15             160               0              -8;
   109    0.965              15             160               0              -9;
   110    0.974              15             160               0             -10;
   111    0.983              16             162               0             -11;
   112    0.992              16             165               0             -11;
   113    1.001              17             170               0             -11;
   114    1.009              17             176               0              -9;
   115    1.018              18             184               0              -8;
   116    1.027              18             195               0              -7;
   117    1.036              18             208               0              -7;
   118    1.045              19             223               0              -6;
   119    1.054              19             239               0              -6;
   120    1.063              20             257               0              -6;
   121    1.071              20             276               0              -6;
   122    1.080              21             296               0              -6;
   123    1.089              21             317               0              -5;
   124    1.098              22             338               0              -4;
   125    1.107              22             360               0              -3;
   126    1.116              23             380               0              -1;
   127    1.124              23             399               0              -0;
   128    1.133              24             417               0               0;
   129    1.142              24             433               0               1;
   130    1.151              25             447               0               1;
