 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000               0               0               0               0;
     1    0.009               0               0               0               0;
     2    0.018               0               0               0               0;
     3    0.027               0               0               0               0;
     4    0.035               0               0               0               0;
     5    0.044               0               0               0               0;
     6    0.053               0               0               0               0;
     7    0.062               0               0               0               0;
     8    0.071               0               0               0               0;
     9    0.080               0               0               0               0;
    10    0.089               0               0               0               0;
    11    0.097               0               0               0               0;
    12    0.106               1               0               0               0;
    13    0.115               1               0               0               0;
    14    0.124               1               0               0               0;
    15    0.133               1               0               0               0;
    16    0.142               1               0               0               0;
    17    0.151               2               0               0               0;
    18    0.159               2               0               0               0;
    19    0.168               2               0               0               0;
    20    0.177               3               0               0               0;
    21    0.186               3               0               0               0;
    22    0.195               3               0               0               0;
    23    0.204               4               1               0               0;
    24    0.213               4               2               0               0;
    25    0.221               5               4               0               0;
    26    0.230               6               5               0               0;
    27    0.239               6               7               0               0;
    28    0.248               7              10               0               0;
    29    0.257               8              13               0               0;
    30    0.266               8              17               0               0;
    31    0.274               9              22               0               0;
    32    0.283              10              30               0               0;
    33    0.292              11              39               0               0;
    34    0.301              12              50               0               0;
    35    0.310              13              64               0               0;
    36    0.319              15              81               0               0;
    37    0.328              16             100               0               0;
    38    0.336              17             122               0               0;
    39    0.345              19             146               0               0;
    40    0.354              20             174               0               0;
    41    0.363              22             203               0               0;
    42    0.372              23             235               0               0;
    43    0.381              25             269               0               0;
    44    0.390              26             306               0               0;
    45    0.398              28             344               0               0;
    46    0.407              29             383               0               0;
    47    0.416              31             424               0               0;
    48    0.425              33             465               0               0;
    49    0.434              34             506               0               0;
    50    0.443              36             548               0               0;
    51    0.452              37             589               0               0;
    52    0.460              39             628               0               0;
    53    0.469              40             667               0               0;
    54    0.478              42             703               0               0;
    55    0.487              43             738               0               0;
    56    0.496              44             769               0               0;
    57    0.505              46             796               0               0;
    58    0.514              47             821               0               0;
    59    0.522              48             842               0               0;
    60    0.531              49             860               0               0;
    61    0.540              49             873               0               0;
    62    0.549              50             883               0               0;
    63    0.558              50             890               0               0;
    64    0.567              51             895               0               0;
    65    0.576              51             896               0               0;
    66    0.584              51             896               0               0;
    67    0.593              51             895               0               0;
    68    0.602              51             892               0               0;
    69    0.611              50             890               0               0;
    70    0.620              50             887               0               0;
    71    0.629              49             885               0               0;
    72    0.638              48             882               0               0;
    73    0.646              47             881               0               0;
    74    0.655              45             878               0               0;
    75    0.664              44             875               0               0;
    76    0.673              42             870               0               0;
    77    0.682              40             862               0               0;
    78    0.691              37             850               0               0;
    79    0.699              35             834               0               0;
    80    0.708              32             812               0               0;
    81    0.717              29             785               0               0;
    82    0.726              26             750               0               0;
    83    0.735              23             708               0               0;
    84    0.744              20             659               0               0;
    85    0.753              16             602               0               0;
    86    0.761              13             537               0               0;
    87    0.770              10             465               0               0;
    88    0.779               6             386               0               0;
    89    0.788               2             301               0               0;
    90    0.797              -1             211               0               0;
    91    0.806              -5             118               0               0;
    92    0.815              -8              23               0               0;
    93    0.823             -12             -71               0               0;
    94    0.832             -15            -165               0               0;
    95    0.841             -19            -257               0               0;
    96    0.850             -22            -345               0               0;
    97    0.859             -25            -430               0               0;
    98    0.868             -28            -509               0               0;
    99    0.877             -31            -583               0               0;
   100    0.885             -34            -651               0               0;
   101    0.894             -37            -711               0               0;
   102    0.903             -39            -765               0               0;
   103    0.912             -42            -810               0               0;
   104    0.921             -44            -849               0               0;
   105    0.930             -46            -881               0               0;
   106    0.939             -47            -905               0               0;
   107    0.947             -49            -922               0               0;
   108    0.956             -50            -934               0               0;
   109    0.965             -51            -939               0               0;
   110    0.974             -51            -941               0               0;
   111    0.983             -51            -937               0               0;
   112    0.992             -51            -930               0               0;
   113    1.001             -51            -922               0               0;
   114    1.009             -50            -914               0               0;
   115    1.018             -48            -905               0               0;
   116    1.027             -47            -895               0               0;
   117    1.036             -45            -884               0               0;
   118    1.045             -43            -870               0               0;
   119    1.054             -40            -854               0               0;
   120    1.063             -38            -834               0               0;
   121    1.071             -35            -811               0               0;
   122    1.080             -32            -783               0               0;
   123    1.089             -28            -750               0               0;
   124    1.098             -25            -710               0               0;
   125    1.107             -21            -663               0               0;
   126    1.116             -18            -609               0               0;
   127    1.124             -14            -547               0               0;
   128    1.133             -10            -478               0               0;
   129    1.142              -6            -402               0               0;
   130    1.151              -2            -319               0               0;
   131    1.160               2            -229               0               0;
