 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000               0              -2               0              -7;
     1    0.009               0              -3               0             -10;
     2    0.018               0              -4               0             -13;
     3    0.027               0              -4               0             -16;
     4    0.035               0              -4               0             -18;
     5    0.044               1              -4               0             -19;
     6    0.053               1              -4               0             -20;
     7    0.062               2              -4               0             -20;
     8    0.071               3              -4               0             -20;
     9    0.080               4              -2               0             -18;
    10    0.089               6               1               0             -17;
    11    0.097               8               5               0             -16;
    12    0.106              10              12               0             -14;
    13    0.115              13              22               0             -13;
    14    0.124              17              38               0             -11;
    15    0.133              20              59               0             -10;
    16    0.142              24              89               0              -9;
    17    0.151              29             129               0              -8;
    18    0.159              33             179               0              -7;
    19    0.168              37             241               0              -5;
    20    0.177              41             314               0              -3;
    21    0.186              45             399               0              -2;
    22    0.195              47             494               0              -1;
    23    0.204              50             598               0               1;
    24    0.213              51             707               0               1;
    25    0.221              51             818               0               2;
    26    0.230              50             926               0               2;
    27    0.239              48            1027               0               2;
    28    0.248              44            1116               0               2;
    29    0.257              38            1189               0               2;
    30    0.266              32            1237               0               2;
    31    0.274              24            1256               0               2;
    32    0.283              15            1246               0               2;
    33    0.292               5            1200               0               1;
    34    0.301              -4            1118               0               1;
    35    0.310             -14            1000               0              -0;
    36    0.319             -23             845               0              -2;
    37    0.328             -31             656               0              -3;
    38    0.336             -38             434               0              -4;
    39    0.345             -44             184               0              -5;
    40    0.354             -48             -86               0              -5;
    41    0.363             -51            -369               0              -6;
    42    0.372             -51            -656               0              -6;
    43    0.381             -49            -934               0              -6;
    44    0.390             -44           -1194               0              -6;
    45    0.398             -37           -1425               0              -6;
    46    0.407             -29           -1616               0              -4;
    47    0.416             -20           -1757               0              -3;
    48    0.425              -9           -1839               0              -2;
    49    0.434               1           -1860               0              -1;
    50    0.443              11           -1809               0              -1;
    51    0.452              21           -1692               0              -0;
    52    0.460              31           -1508               0               0;
    53    0.469              39           -1261               0               0;
    54    0.478              45            -958               0               0;
    55    0.487              49            -611               0               0;
    56    0.496              51            -230               0               0;
    57    0.505              50             169               0               0;
    58    0.514              47             570               0              -1;
    59    0.522              41             956               0              -3;
    60    0.531              33            1311               0              -4;
    61    0.540              24            1617               0              -5;
    62    0.549              14            1865               0              -7;
