 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000               0               0               0               0;
     1    0.009               0               0               0               0;
     2    0.018               0               0               0               0;
     3    0.027               0               0               0               0;
     4    0.035               0               0               0               0;
     5    0.044               0               0               0               0;
     6    0.053               0               0               0               0;
     7    0.062               1               0               0               0;
     8    0.071               1               0               0               0;
     9    0.080               1               0               0               0;
    10    0.089               1               0               0               0;
    11    0.097               2               0               0               0;
    12    0.106               3               0               0               0;
    13    0.115               3               1               0               0;
    14    0.124               4               2               0               0;
    15    0.133               5               3               0               0;
    16    0.142               6               5               0               0;
    17    0.151               7               8               0               0;
    18    0.159               9              13               0               0;
    19    0.168              10              19               0               0;
    20    0.177              12              27               0               0;
    21    0.186              14              38               0               0;
    22    0.195              16              51               0               0;
    23    0.204              18              69               0               0;
    24    0.213              20              91               0               0;
    25    0.221              23             118               0               0;
    26    0.230              25             150               0               0;
    27    0.239              28             188               0               0;
    28    0.248              31             232               0               0;
    29    0.257              33             283               0               0;
    30    0.266              36             339               0               0;
    31    0.274              39             401               0               0;
    32    0.283              41             467               0               0;
    33    0.292              43             537               0               0;
    34    0.301              45             611               0               0;
    35    0.310              47             686               0               0;
    36    0.319              49             761               0               0;
    37    0.328              50             835               0               0;
    38    0.336              51             904               0               0;
    39    0.345              51             968               0               0;
    40    0.354              51            1024               0               0;
    41    0.363              51            1071               0               0;
    42    0.372              50            1107               0               0;
    43    0.381              48            1130               0               0;
    44    0.390              46            1138               0               0;
    45    0.398              44            1134               0               0;
    46    0.407              40            1113               0               0;
    47    0.416              36            1080               0               0;
    48    0.425              32            1035               0               0;
    49    0.434              27             977               0               0;
    50    0.443              22             905               0               0;
    51    0.452              16             819               0               0;
    52    0.460              10             719               0               0;
    53    0.469               5             606               0               0;
    54    0.478              -1             481               0               0;
    55    0.487              -7             345               0               0;
    56    0.496             -13             199               0               0;
    57    0.505             -19              48               0               0;
    58    0.514             -24            -109               0               0;
    59    0.522             -30            -268               0               0;
    60    0.531             -34            -428               0               0;
    61    0.540             -39            -585               0               0;
    62    0.549             -43            -737               0               0;
    63    0.558             -46            -882               0               0;
    64    0.567             -48           -1015               0               0;
    65    0.576             -50           -1134               0               0;
    66    0.584             -51           -1237               0               0;
    67    0.593             -51           -1321               0               0;
    68    0.602             -50           -1383               0               0;
    69    0.611             -48           -1421               0               0;
    70    0.620             -45           -1434               0               0;
    71    0.629             -42           -1420               0               0;
    72    0.638             -37           -1381               0               0;
    73    0.646             -33           -1316               0               0;
    74    0.655             -27           -1228               0               0;
    75    0.664             -21           -1116               0               0;
    76    0.673             -15            -983               0               0;
    77    0.682              -9            -831               0               0;
    78    0.691              -2            -662               0               0;
    79    0.699               5            -479               0               0;
    80    0.708              11            -287               0               0;
    81    0.717              17             -88               0              -1;
    82    0.726              24             113               0              -1;
    83    0.735              29             315               0              -1;
    84    0.744              35             513               0              -1;
    85    0.753              39             703               0              -1;
    86    0.761              43             882               0              -1;
    87    0.770              47            1048               0              -1;
    88    0.779              49            1197               0              -1;
    89    0.788              51            1325               0              -1;
    90    0.797              51            1429               0              -1;
    91    0.806              51            1507               0              -1;
    92    0.815              49            1557               0              -1;
    93    0.823              46            1576               0              -1;
    94    0.832              43            1565               0              -1;
    95    0.841              38            1523               0               0;
    96    0.850              34            1455               0               0;
    97    0.859              28            1360               0               0;
    98    0.868              22            1240               0               1;
    99    0.877              16            1097               0               1;
   100    0.885               9             932               0               2;
   101    0.894               3             749               0               2;
   102    0.903              -4             551               0               3;
   103    0.912             -11             343               0               3;
   104    0.921             -17             128               0               3;
   105    0.930             -24             -90               0               3;
   106    0.939             -29            -307               0               4;
   107    0.947             -35            -519               0               4;
   108    0.956             -40            -723               0               4;
   109    0.965             -44            -915               0               4;
   110    0.974             -47           -1091               0               4;
   111    0.983             -49           -1247               0               4;
   112    0.992             -51           -1381               0               4;
   113    1.001             -51           -1488               0               4;
   114    1.009             -50           -1567               0               4;
   115    1.018             -48           -1615               0               3;
   116    1.027             -46           -1629               0               2;
   117    1.036             -42           -1611               0               1;
   118    1.045             -37           -1559               0               1;
   119    1.054             -32           -1476               0              -0;
   120    1.063             -27           -1365               0              -1;
   121    1.071             -20           -1225               0              -2;
   122    1.080             -14           -1061               0              -3;
   123    1.089              -7            -876               0              -5;
   124    1.098              -1            -674               0              -6;
   125    1.107               6            -458               0              -7;
   126    1.116              13            -235               0              -8;
